arxiv_id,year,declared,evidence
2504.15086,2025,1,We express our gratitude to ChatGPT for its assistance in refining the manuscript and enhancing the code to improve execution efficiency.
2504.20133,2025,0,AA also expresses sincere gratitude to ChatGPT for its language assistance (and for writing its own acknowledgment).
2411.09750,2024,1,"During the preparation of this work, the authors used Writefull for Overleaf and chatGPT for language editing and to improve readability."
2504.02392,2025,0,Excerpts from this work were translated with DeepL.com (free version).
2504.03156,2025,0,"The English writing in this paper was improved with ChatGPT and Grammarly, while no sentences were generated by these softwares from scratch."
2505.19896,2025,0,"From generating human-like text to aiding in code completion, LLMs have significantly impacted the way we interact with technology and the possibilities of what AI can achieve."
2506.15090,2025,0,"Unlike CLIP, which separates vision and language encoders, and GPT-based models, which primarily extend language models to handle visual inputs, Gemini is designed to natively process multiple modalities (e.g., text, images, audio, video) within a single architecture."
2502.19244,2025,1,"During the preparation of this manuscript, the author used ChatGPT-o1 for the purposes of improving syntax and grammar checking."
2412.15046,2024,0,"Example competitions currently active on the platform include the identification of text generated from large language models, predicting how small molecules change gene expression in different cell types, predicting US stocks closing movements, and helping to evaluate tackling tactics and strategy in the American National Football League."
2505.17188,2025,1,"We also acknowledge the use of OpenAI's ChatGPT for support with code implementation, text refinement, and certain analytical calculations."
2505.02475,2025,1,The authors utilized AI-assisted tool (Microsoft Copilot) to enhance language clarity and grammatical precision in this manuscript.
2506.23477,2025,1,The use of the Claude AI assistant is acknowledged for grammar refinement in the preparation of the text.
2505.21042,2025,0,Language translation support was received by deepL and Open AI o1.
2506.21701,2025,1,## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work the authors used ChatGPT in order to improve language and readability.
2410.14014,2024,1,Claude 3.5 Sonnet and ChatGPT were used to improve wording at the sentence level and assist with coding.
2410.13932,2024,1,"Typesetting was expedited with the use of GitHub Copilot, but without the use of any AI-generated text."
2502.07713,2025,1,The authors acknowledge the use of ChatGPT for refining the text.
2504.11546,2025,1,We acknowledge the use of ChatGPT-3.5 from OpenAI as a tool to improve the clarity and flow of the text.
2506.23686,2025,1,"Some portions of the text were revised with the help of OpenAI’s ChatGPT (GPT-4), used for improving clarity and scientific language."
2411.08099,2024,0,"2011), pandas (McKinney 2010), Grammarly, and ChatGPT (for help with grammar)."
2506.03547,2025,1,The corresponding author acknowledges the use of OpenAI's ChatGPT Large language model for language proofreading and editing support.
2503.10765,2025,0,## GENERATIVE AI STATEMENT The authors declare that no Generative AI was used in the creation of this manuscript.
2412.05745,2024,1,We used OpenAI's GPT-4 language model for assistance with language refinement and drafting parts of the manuscript.
2507.04918,2025,1,We acknowledge the use of Google Gemini 2.0 and Grammarly to generate suggestions for improving writing style and proofreading.
2504.01351,2025,1,${ }^{62}$ Grammarly and ChatGPT are used for the language and grammar clean-up.
2505.15995,2025,1,ChatGPT was used to improve the wording at the sentence level and to assist in coding.
2506.07912,2025,1,The authors acknowledge the use of AI-assisted copy editing (ChatGPT) to improve the text of the manuscript.
2410.11884,2024,0,"## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work, M."
2502.18564,2025,1,"Typesetting was expedited with the use of GitHub Copilot, but without the use of AI-generated text."
2506.05674,2025,0,Declaration of generative AI in scientific writing: The authors state that they do not support the use of AI tools to analyze and extract insights from data as part of the study process.
2410.17697,2024,1,"Minor typos, grammar and spelling mistakes were identified with the assistance of ChatGPT-4c ${ }^{13}$ when preparing this document."
2503.15312,2025,0,"With each new data release – assuming that galaxy scaling laws hold in the same way as previously found in textual models – models are projected to scale closer to the size of GPT-2 and GPT-3, large-scale transformer-based language models developed by OpenAI, representing significant advancements in natural language processing (Brown et al."
2411.15495,2024,0,"The English writing in this paper was improved with ChatGPT (OpenAI 202026), while no sentences were generated by ChatGPT from scratch."
2503.14856,2025,1,We acknowledge the use of OpenAI's ChatGPT-4o (https://chatgpt.com/) for providing suggestions on refining sentence structure in this manuscript.
2506.05506,2025,1,"The public version of ChatGPT (OpenAI, 2023) was used to review the basic spelling and grammar of the document."
2411.00987,2024,0,"2019, SciBERT: A Pretrained Language Model for Scientific Text, arXiv, doi: 10.48550/arXiv."
2411.12799,2024,1,"This research made use of ChatGPT, an OpenAI software, to assist with python code development and refinement, however OpenAI software was not used to write content for this work or read and summarize journal articles."
2412.05473,2024,0,"They have found success in many applications such as speech-to-text, video analysis, and text generation such as GPT-3 (Brown et al."
2506.14757,2025,0,"Alternatively, we can work with multi-modal LLMs [85], which combine text and nonlinguistic data."
2505.24743,2025,1,Use of AI tools: I acknowledge the assistance of ChatGPT 3.5 and Grammarly in improving the grammar and English language usage in this article.
2507.00135,2025,1,"We also acknowledge the use of OpenAI's ChatGPT for support with code implementation, text refinement, and certain analytical calculations."
2507.13409,2025,0,"2019), ChatGPT (coding) (OpenAI 2023), find_orb (Gray 2022), Grammarly, GRSS (Makadia et al."
2507.13979,2025,0,## Declaration of generative AI and AI-assisted technologies in the writing process.
2507.14827,2025,0,"In our second resiliency analysis, we assess the reliability of our AI-powered GCN interpreter, which leverages GPT-4.1, in extracting structured data from unformatted, free-text GCN circulars."
2507.14854,2025,0,"Generative AI techniques} Recently, Generative AI has found application in generating images that are close to real with text inputs (Goodfellow et al."
2507.15715,2025,0,"We take an open-ended exploratory approach to identifying how users evaluate LLM-based systems in astronomy, and we translate our analysis into principled criteria to guide future evaluations in scientific research contexts."
2507.16902,2025,0,We refined the English writing of this paper using the artificial intelligence tool ChatGPT (https://chatgpt.com/).
2507.17550,2025,1,"BG acknowledges the use of the OpenAI GPT-4 model (ChatGPT, https://openai.com) and Gemini for proofreading support."
2507.18087,2025,1,Grammarly was used to improve language and grammar.
2507.18682,2025,0,ChatGPT ${ }^{5}$ ) translation tools (e.g.
2507.18683,2025,1,"The large language model Claude (Sonnet 4.6) was used to assist in rewording and clarifying the manuscript during the revision process, as well as debugging R code while reworking images."
2507.20555,2025,0,Language translation support was received by deepL and Open AI o1.
2507.21270,2025,1,The authors would like to acknowledge the use of OpenAI's ChatGPT for providing stylistic suggestions but take responsibility for the accuracy of this manuscript.
2507.21632,2025,1,"We acknowledge the use of ChatGPT, Grammarly, and DeepL for language refinement and improving the manuscript’s clarity."
2507.21639,2025,1,"Also, ChatGPT (OpenAI 2023) is used for assistance in correcting typos and grammar, though full responsibility for the manuscript's content remains our own."
2507.22259,2025,0,The text was revised using Grammarly and double-checked by the authors.
2507.23287,2025,1,We acknowledge the use of ChatGPT (GPT-5; OpenAI) for grammatical and clarity improvements throughout the manuscript.
2508.00894,2025,1,"## 6 Declaration of Generative AI and AI-assisted technologies in the writing process During the preparation of this manuscript, the authors employed Grammarly and ChatGPT to improve language clarity and readability."
2508.02602,2025,0,"That is, despite recent promising advances, a fundamental question remains: > Generative AI excels at producing complex data (text, images, videos), but how can scientists make sure that generative AI is equally successful at recovering hidden parameters from observed data with valid measures of uncertainty?"
2508.03809,2025,0,Declaration of generative AI and AI-assisted technologies in the writing process.
2508.03893,2025,1,LLMs were used to improve wording at the sentence level and assist with coding.
2508.05579,2025,0,The main author acknowledges the usage of GitHub Copilot as an accessory tool to help improving the code and write code to speed up the manuscript’s writing.
2508.05961,2025,1,"As a final step before submission, we made use of OpenAI’s ChatGPT to assist with language editing and improving clarity in parts of this manuscript."
2508.06480,2025,1,ChatGPT was used to help improve the clarity and grammar of the manuscript.
2508.06688,2025,0,### Declaration of generative AI and AI-assisted technologies in the writing process.
2508.08558,2025,1,We used OpenAI’s ChatGPT (OpenAI 2022) during the preparation of this manuscript.
2508.09256,2025,1,"The authors used the AI tool ChatGPT (OpenAI, GPT-4) to assist with grammar, spelling, and language clarity during manuscript preparation."
2508.09568,2025,1,During the preparation of this work we used ChatGPT in order to enhance the clarity of the writing.
2508.10853,2025,1,"DeepL Write was used in copy editing (spelling, grammar, and readability) of the manuscript."
2508.11001,2025,1,"Portions of this text were written with the assistance of Chat-GPT (OpenAI, 2024), especially in regard to English usage and grammar."
2508.12599,2025,1,This manuscript benefited from grammar checking and proofreading using ChatGPT (OpenAI 2023).
2508.12601,2025,1,"The first author (YJP) used the OpenAI GPT-4 model (ChatGPT, https://openai.com) to a limited extent for assistance with LaTeX formatting and to improve the clarity of some sentences during the final stage of manuscript preparation."
2508.12802,2025,1,"During the preparation of this work, the authors used Gemini 2.5 Pro to improve the readability and language of the manuscript."
2508.14050,2025,0,"doi: 10.1089/ast.2011.0730 Acknowledgement: ChatGPT (OpenAI, San Francisco, CA, July 2025 version) implemented at NASA Goddard Space Flight Center to generate initial drafts of summary paragraphs based on author-provided prompts."
2508.14508,2025,1,"I also acknowledge the use of AI tools, GitHub Copilot for code documentation, and Google AI Studio for proceeding readability improvements."
2508.15756,2025,1,"Finally, we have used ChatGPT to improve the grammar and style of selected sentences."
2508.16234,2025,1,We express our gratitude to ChatGPT for its assistance in refining the manuscript and enhancing the code to improve execution efficiency.
2508.17331,2025,1,also acknowledges the use of ChatGPT (OpenAI) for assistance in language refinement and literature exploration during the preparation of this manuscript.
2508.18623,2025,1,Parts of the manuscript text and code used for figure generation were assisted by ChatGPT (OpenAI).
2508.19693,2025,1,## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work the authors used ChatGPT in order to improve language and readability.
2508.20286,2025,1,ChatGPT (GPT-4.5) and DeepSeek (V3.1) were used to help debug codes and improve sentence wording.
2508.21275,2025,1,"also acknowledges the use of ChatGPT (OpenAI) for assistance in language refinement, literature exploration, and Python scripting during the preparation of this manuscript."
2509.00153,2025,1,This manuscript benefited from grammar checking and proofreading using ChatGPT ( OpenAI 2023).
2509.02298,2025,1,LLM Deep Seek was used for grammar clean-up.
2509.03165,2025,1,OpenAI’s language model – ChatGPT was used for some language editing during the draft stage of the preparation of this manuscript.
2509.04142,2025,1,"also acknowledges the use of ChatGPT (OpenAI) for assistance in language refinement, literature exploration, and Python scripting during the preparation of this manuscript."
2509.04336,2025,1,"Generative models, specifically Gemini 2.5 Pro and Claude 4.0 Sonnet, were used to assist with drafting and refining the text."
2509.04560,2025,1,Any use of generative AI in this manuscript adheres to ethical guidelines for use and acknowledgment of generative AI in academic research.
2509.07118,2025,1,"2021), ChatGPT was used to improve the wording at the sentence level and to assist in coding."
2509.07453,2025,1,"We used ChatGPT-4.5 to prepare a draft version of the Introduction, which was then carefully fact-checked and edited."
2509.08946,2025,1,"During the preparation of this work, the author used Microsoft Copilot to assist with text editing and language refinement."
2509.09811,2025,1,ChatGPT (version GPT-5; OpenAI) was used in formatting the tables in this manuscript.
2509.12318,2025,1,"The authors used AI tools (ChatGPT, OpenAI) only for language editing."
2509.13571,2025,1,The authors acknowledge the use of ChatGPT (OpenAI) for language editing and stylistic improvements.
2509.15334,2025,1,"The authors acknowledge the use of artificial intelligence language models (ChatGPT, Deepseek and Grammarly) for assistance with text editing."
2509.17102,2025,0,The author also would like to acknowledge the assistance of AI (OpenAI’s ChatGPT5) for editorial and formatting support during the preparation of the manuscript.
2509.18239,2025,1,We additionally acknowledge the use of OpenAI’s ChatGPT to assist with editing and proofreading of the manuscript.
2509.18241,2025,1,"During the preparation of this manuscript, we used the ChatGPT software (OpenAI 2022) for suggestions on data analysis, plotting, and minor grammatical editing."
2509.18270,2025,1,"acknowledges the use of ChatGPT, which has been used on rare occasions to improve the clarity of the writing."
2509.20464,2025,1,"Typesetting was expedited with the use of GitHub Copilot, but without the use of AI-generated text."
2509.20621,2025,1,The authors acknowledge the use of OpenAI’s ChatGPT for assistance with proofreading and visualization suggestions during the preparation of this manuscript.
2509.23264,2025,1,"Also, ChatGPT (OpenAI 2023) is used for assistance in correcting typos and grammar, though full responsibility for the manuscript’s content remains our own."
2509.24401,2025,0,Language refinement in parts of this manuscript was supported by Copilot.
2510.00063,2025,0,"\end{itemize} To address these challenges, we used the LLaMA3.3-70B-Instruct model to rewrite the textual data."
2510.00440,2025,0,The authors appreciate ChatGPT for helping with AI-driven copy editing and improving the manuscript's clarity.
2510.01799,2025,1,## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work the authors used ChatGPT (OpenAI) in order to improve language clarity and grammar.
2510.02517,2025,1,The AI tool ChatGPT (GPT-4.5) was used to assist in debugging the code used to produce the figures and to refine the wording of some sentences in the manuscript.
2510.02639,2025,1,We acknowledge the use of ChatGPT (OpenAI) in improving the grammar and clarity of the manuscript.
2510.03106,2025,1,The authors acknowledge the use of ChatGPT to improve the clarity and readability of the manuscript.
2510.03436,2025,0,## Declaration of generative AI During the preparation of this work the author(s) used OpenAI in order to improve the readability and language of the manuscript.
2510.03493,2025,0,"Despite the recent rise in the use of artificial intelligence (AI) tools such as ChatGPT, the task of scientific writing still requires a skilled human author, who can be assisted but not replaced by AI tools (Mingarelli 2025), maintaining the need for developing writing skills in STEM practitioners."
2510.03525,2025,1,The manuscript was edited with the assistance of Writefull (Writefull 2024).
2510.05016,2025,0,"Ting is a subject matter expert who provided knowledge and guidance regarding the usage of LLMs in the field of astronomy, formulated the structure of the manuscript, provided constructive feedback during weekly meetings, and revised the manuscript."
2510.06193,2025,1,The authors used OpenAI’s ChatGPT (OpenAI 2022) during the preparation of this manuscript.
2510.06510,2025,0,Note on methods: The schematic diagram portrayed above was created by prompting Google’s Gemini generative AI and then modifying the output with conventional image-editing software.
2510.07034,2025,1,"We also acknowledge the use of ChatGPT, developed by OpenAI, for assistance in language editing during the preparation of this manuscript."
2510.07234,2025,1,The authors made use of publicly available large language models to improve the style of some parts of the text of this paper.
2510.08331,2025,1,"ChatGPT and the Writefull installation on Overleaf were used to provide editing suggestions for grammar, typos, and text consolidation, some of which were implemented to enhance readability."
2510.08354,2025,0,"This is a major reason why we restricted our current study to SED modeling, where the limited number of wavelength data points could be effectively “textualized.” This allowed us to leverage the reasoning capabilities of LLMs to efficiently navigate the vast hypothesis space, circumventing the visual processing limitations that remain a bottleneck for current vision-language models."
2510.08636,2025,0,"The overarching conclusion of the workshop (elaborated on in the rest of this paper) is a recommendation for the development of a multimodal Astrobiology Foundation Model that focuses on the detection of life, mission-focused decision making, and is interfaced by an interdisciplinary text-based large language model (Figure 2)."
2510.09568,2025,1,This manuscript benefited from grammar checking and proofreading using ChatGPT (OpenAI 2024).
2510.09760,2025,1,Some grammar improvement and graphic design was aided by an LLM.
2510.09967,2025,0,"2015), which is widely used for image segmentation and translation, and is integral to generative artificial intelligence models (Isola et al."
2510.10344,2025,1,Portions of the text were refined with the assistance of Large Language Models (ChatGPT-5 by OpenAI) to enhance readability.
2510.11904,2025,1,## Acknowledgements ChatGPT was used to help with Python and FORTRAN debugging and corrections of grammar mistakes.
2510.12213,2025,0,"In the next section, we show how these new fields enable the use of MOCs in generative AI models, not only text-based but also those with visual capabilities."
2510.13765,2025,1,This manuscript also benefited from the use of generative AI tools for text refinement and language consistency.
2510.14149,2025,0,"During the preparation of this work, the author(s) utilized ChatGPT-4o to refine the English wording of certain phrases."
2510.15654,2025,1,"Parts of the text and analysis were assisted by OpenAI’s ChatGPT (version GPT-4.5, accessed July 2025) for drafting and editing support."
2510.17265,2025,0,During the preparation of this work the author(s) used ChatGPT-3.5 in order to English wording of certain phrases.
2510.17473,2025,1,I additionally acknowledge the use of OpenAI’s ChatGPT to assist with editing and proofreading of the manuscript.
2510.19606,2025,1,"Disclosure: During the final editing of the manuscript, we used the OpenAI language model ChatGPT (GPT-5) as a tool to assist with checking grammar, typos, clarity and bibliographic formatting."
2510.20693,2025,1,"During the preparation of this work, the authors used ChatGPT-5 in order to improve readability."
2510.21197,2025,1,OpenAI ChatGPT (version 4.0) was used to assist with language and phrasing of the manuscript.
2510.21912,2025,1,OpenAI’s ChatGPT has been used to draft portions of the manuscript.
2510.22290,2025,1,acknowledges the use of generative AI (Claude Sonnet 4.5) to proofread and polish the manuscript.
2510.24065,2025,1,We acknowledge the use of OpenAI’s ChatGPT only as a grammar checking and editing tool to improve the clarity and readability of the manuscript.
2510.24084,2025,1,\section*{9 Declaration of Generative AI in Scientific Writing} During the preparation of this work the author(s) used Chat GPT in order to seek assistance in writing process.
2510.24087,2025,1,The authors acknowledge the use of DeepSeek (DeepSeek Inc.)^5^5 5 www.deepseek.com for refining the language and structure of this manuscript.
2510.24545,2025,0,"## Declaration on Generative AI During the preparation of this work, the author(s) used GPT-4 in order to: Grammar and spelling check."
2510.24591,2025,0,We extract ReplicationBench metadata from the repository and generate up to 10 tasks using a language model ${ }^{1}$ (see prompt in Appendix D.2) prompted with access to the unmasked manuscript and dataset/executor metadata.
2510.25161,2025,1,## Acknowledgment AI tools including ChatGPT 5 was used to improve wording and correct grammar/style.
2510.25672,2025,1,AI Assistance Statement : The authors acknowledge the use of ChatGPT (OpenAI GPT-5) for language editing and stylistic refinement of the manuscript.
2510.25824,2025,1,Large Language Model Use Disclosure: We used ChatGPT from September 2024 until final paper submission to assist with code drafting and debugging; all suggestions were checked by hand for correctness.
2510.25953,2025,1,"We used OpenAI's ChatGPT to assist with code debugging, text paraphrasing, and improving the clarity of the manuscript."
2510.26889,2025,1,The authors used OpenAI’s ChatGPT and Grammarly to assist with grammar and language polishing of the manuscript.
2510.26970,2025,1,The Gemini AI 2.5 and Microsoft CoPilot tools were used to conduct literature searches and for editing sections of the paper for improving clarity.
2510.27415,2025,1,Portions of the text were generated or refined with the assistance of GPT-5 Plus (OpenAI) for improve the clarity and fluency.
2511.01958,2025,1,"## Declaration of generative AI and AI-assisted technologies in the manuscript preparation process During the preparation of this work, the authors used chatGPT5 to correct grammar misspellings, consistency of notation and terminology, and language fluency."
2511.01959,2025,1,"## Declaration of generative AI and AI-assisted technologies in the manuscript preparation process During the preparation of this work, the authors used chatGPT5 to correct grammar misspellings, consistency of notation and terminology, and language fluency."
2511.02562,2025,1,"DE acknowledges the use of AI language models (Claude by Anthropic and ChatGPT by OpenAI) for assistance with code editing, data visualisation, spell checking, and grammar correction."
2511.02908,2025,0,Language editing and figure formatting were supported by ChatGPT (68).
2511.02917,2025,0,Using DeepL Pro and ChatGPT (OpenAI) facilitated the editing of the text and improvement of clarity.
2511.02988,2025,1,"\section*{Acknowledgement of AI Tool Usage} The text in this manuscript has been proofread, checked for grammar and consistency with the Euclid style guide using Ope- nAI's ChatGPT (version GPT-4, accessed May 2025)."
2511.03802,2025,1,"We declare that all core analysis, code and manuscript text was written by the author, but note that generative AI tools (Github Copilot) were employed to improve and add documentation for the accompanying code repository to help maximise the reproducibility."
2511.04122,2025,0,Wang Text classification via large language models.
2511.04218,2025,1,The author acknowledges the use of ChatGPT (GPT-4-turbo and GPT-5) for proofreading and polishing the manuscript; all AI-generated text was carefully reviewed and edited by the author to ensure accuracy.
2511.04740,2025,1,ChatGPT was utilized to improve wording at the sentence level and assist with coding inquires – last accessed in 2025 November.
2511.04896,2025,1,"The author acknowledges helpful interactions with AI-based language models (ChatGPT, OpenAI) for clarifying forward-scattering physics and improving the manuscript presentation."
2511.06965,2025,1,The authors acknowledge ChatGPT (OpenAI) and Grammarly for language refinement and paraphrasing support.
2511.07745,2025,1,"In revising the manuscript, the authors used ChatGPT-5 solely for the purpose of English proofreading."
2511.08970,2025,0,"(26) and knowledge distillation framework of the DeepSeek-R1 model (14), where we extract textual modality data (physical parameters) from Boucheron’s dataset—including Gradient mean, Total unsigned flux, Magnetic Neutral Line (NL) length, and Number of fragments along the magnetic NL (NL no."
2511.09806,2025,1,"We also acknowledge the use of OpenAI’s ChatGPT for assistance in proofreading and improving the clarity of the manuscript, and GitHub Copilot for assistance in generating code."
2511.10782,2025,0,"For language editing and translation, we utilized DeepL, ChatGPT, and Grammarly."
2511.10785,2025,1,No information or text directly from generative AI was used in the preparation of this manuscript.
2511.13393,2025,1,The authors acknowledge the use of CHATGPT for refining the text at the final stage of the manuscript.
2511.14235,2025,0,"## Appendix C Declaration of Generative AI and AI-assisted technologies in the writing process During the preparation of this work, the author, Pradosh Keshav, utilized Grammarly/ChatGPT-5 to correct grammatical mistakes and enhance the structure of specific paragraphs."
2511.14331,2025,1,"DeepL Write was used in copy editing (spelling, grammar, and readability) of the manuscript."
2511.14733,2025,1,"Typesetting was expedited with the use of GitHub Copilot and ChatGPT, but without the use of any AI-generated text."
2511.15121,2025,1,The author acknowledges the use of ChatGPT-4.0 and Grammarly to check for grammar and improve the language and readability of the manuscript.
2511.16237,2025,1,ChatGPT and Overleaf Writefull were used for language editing and improving the figures.
2511.16291,2025,1,The authors declare that an AI-based language model was used solely to assist with language editing and clarity of presentation.
2511.17061,2025,1,We acknowledge small editorial suggestions provided by a large language model on the final text.
2511.18607,2025,0,This work used OpenAI’s ChatGPT (GPT-4) to assist in refining Python scripts for data visualization and to provide limited editorial suggestions during manuscript preparation.
2511.18981,2025,1,During the writing process a large language model was used to enhance readability.
2511.19707,2025,1,During the preparation of this work the authors used ChatGPT for minor copy editing.
2511.20970,2025,1,"Starting from an original manuscript, Microsoft CoPilot was used to improve the language of this paper."
2511.21891,2025,0,"This paper was developed with substantial assistance from Claude (Anthropic), an AI assistant that helped with LaTeX formatting, figure generation, literature curation, and manuscript organization."
2511.22987,2025,1,acknowledges the use of generative AI (Claude Sonnet 4.5) to proofread the manuscript.
2511.23018,2025,1,"We used ChatGPT (OpenAI, GPT-5, Sept 2025) for language editing."
2511.23368,2025,1,"Assistance in formatting the ‘Local Stars’ element in the legend of Figure 1 and proofreading the manuscript for spelling and grammar errors was performed with Claude, Sonnet/Opus 4.5 Model, Anthropic."
2512.00056,2025,1,## 6 Acknowledgment The author acknowledges the use of ChatGPT-5.1 (November 2025 version) to edit and refine the tone and clarity of selected sections of this manuscript.
2512.00442,2025,1,${ }^{36}$ We acknowledge the use of a Grammarly browser extension for grammatical and typographical help.
2512.02007,2025,1,ChatGPT was utilized to improve wording at the sentence level and assist with coding inquires – last accessed in 2026 January.
2512.02094,2025,1,\section*{ACKNOWLEDGMENTS} I thank ChatGPT for helping me overcome writer's block and composing the first two paragraphs of the Introduction.
2512.02292,2025,1,"Claude AI and ChatGPT were used during the preparation of this work for exploratory brainstorming, language editing, and code-debugging assistance."
2512.03281,2025,1,"The authors have used ChatGPT (OpenAI, 2023; https://chat.openai.com/chat to check coding syntax, and to check grammar in writing."
2512.03329,2025,1,The authors wish to acknowledge the use of OpenAI’s ChatGPT (version August 2024) for assistance in language and grammar refinement.
2512.03433,2025,1,This manuscript has benefited from grammar checking and proofreading using ChatGPT (OpenAI; https://openai.com/chatgpt).
2512.04326,2025,0,## 10 Declaration of generative AI and AI-assisted technologies in the writing process.
2512.06011,2025,1,"AI-based tools (ChatGPT, DeepL) were used to help sourcing information and translating."
2512.07214,2025,1,The authors used ChatGPT (OpenAI) during the preparation of this manuscript to improve language clarity and grammatical correctness.
2512.07896,2025,1,"Artificial Intelligence (AI) tools (OpenAI ChatGPT) were occasionally used to assist with improving readability, grammar, and language in the manuscript text."
2512.08495,2025,1,"## Acknowledgement We acknowledge that artificial intelligence tools, including OpenAI’s ChatGPT, were used in proofreading and polishing this paper."
2512.10222,2025,1,OpenAI's language model - ChatGPT was used for some language editing during the draft stage of the preparation of this manuscript.
2512.11202,2025,0,We used an LLM (claude-sonnet-4.1) to process this text in order to create a user prompt that includes definitions and examples of each paper type (which is manually updated and described in more detail in Section 3).
2512.11957,2025,0,"The integration of an LLM allows the for the model to provide textual explanations of its classifications, although the considerable computational cost of these models is not conducive to real-time deployment."
2512.11982,2025,1,Large language models were used to assist with editing and formatting this manuscript.
2512.12516,2025,1,ChatGPT is used for proofreading.
2512.12754,2025,1,We acknowledge the use of OpenAI’s ChatGPT for assistance in editing this manuscript for clarity and conciseness and for making minor edits to codes.
2512.14747,2025,0,## Declaration of generative AI and AI-assisted technologies The author declares that no generative AI or AI-assisted technologies were used in the writing of this manuscript.
2512.14814,2025,1,The authors used OpenAI’s ChatGPT to assist in drafting portions of the manuscript.
2512.16091,2025,1,We acknowledge the use of ChatGPT (GPT-5; OpenAI) for grammatical and clarity improvements throughout the manuscript.
2512.16208,2025,1,"Minor typos, grammar and spelling mistakes were identified with the assistance of ChatGPT-4o^7^7 7 openai.com when preparing this document."
2512.16502,2025,1,The authors acknowledge the assistance of Grammarly [47] in improving the grammar and language usage in this article.
2512.17074,2025,1,"The authors acknowledge the use of ChatGPT (https://chat.openai.com/, version 4.1) and doubao for editing the paper."
2512.17494,2025,1,"During the preparation of this work, the author used ChatGPT to improve the readability and language of the manuscript."
2512.18795,2025,0,"## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work, M."
2512.19183,2025,1,"We used the large language model (LLM) ChatGPT (OpenAI) & Gemini (Google) for assistance with language editing, formatting, and general proofreading."
2512.23138,2025,1,Claude 4.5 was used for assistance with code development and manuscript copy-editing.
2512.24895,2025,1,OpenAI ChatGPT (version 4.0) was used to assist with language and phrasing of the manuscript.
2601.00522,2026,1,## Use of AI (Microsoft Copilot) Microsoft Copilot was used to assist with structural refinement and scientific phrasing throughout the manuscript.
2601.00595,2026,1,The authors acknowledge the use of ChatGPT (OpenAI) for language editing.
2601.00975,2026,1,"We complement the use of LLM-based tools (ChatGPT for finding appropriate wording and references in some cases, Grammarly for grammar and spelling convention checks) with critical thinking, as was proposed in (18)."
2601.02482,2026,0,No AI or LLM tools were used in the construction of this manuscript or the conduct of the science herein.
2601.02788,2026,1,"During the preparation of this manuscript, the authors used ChatGPT-4 to improve readability and language."
2601.03571,2026,1,"In addition, we used Google Gemini (https://gemini.google.com/) and DeepSeek (https://chat.deepseek.com/) for language polishing and proofreading of this manuscript."
2601.03921,2026,1,The authors acknowledge the use of Google Gemini 2.5 Pro for assistance with grammar and language editing in the preparation of this manuscript.
2601.04552,2026,1,"We used ChatGPT for bibliographic assistance, but no artificially created text was used in the preparation of this manuscript."
2601.04828,2026,1,"The author used AI-based language models exclusively for language editing, bibliographic assistance, and general guidance through iterative dialogue on presentation and numerical implementation aspects."
2601.05598,2026,1,"\section*{Disclosures} Minor use of ChatGPT was made to assist in coding, figures, and writing latex equations."
2601.05969,2026,1,"Disclosure: During the final editing of the manuscript, we used the OpenAI language model ChatGPT (GPT-5) as a tool to assist with checking grammar, typos, clarity and bibliographic formatting."
2601.08037,2026,0,"2018), ChatGPT (OpenAI, 2024- for language editing and readability improvements), HEALPix (Górski et al."
2601.08666,2026,1,"## Large Language Model Use Disclosure We used Le Chat CNRS Enterprise, an AI-powered language model developed by Mistral AI^17^17 17 https://mistral.ai and tailored to the research needs of the National Centre for Scientific Research (CNRS), to assist in refining the clarity and fluency of the English text."
2601.08931,2026,1,"ODF acknowledges the use of ChatGPT in helping with minor phrasing, grammar, and editing, as well as with generating some tables and figures."
2601.09492,2026,1,Some of the language has been polished with the assistance of OpenAI API Service (62).
2601.09644,2026,1,"The authors acknowledge the use of ChatGPT (OpenAI, GPT-5.5) and Codex (OpenAI, Codex 5.5) to assist with language editing and code development."
2601.10038,2026,0,"Current large language models demonstrate impressive capabilities in certain domains-generating plausible text, summarizing literature, and assisting with routine tasks."
2601.10304,2026,1,AC acknowledges the use of CHATGPT for refining the text at the final stage of the manuscript.
2601.10454,2026,0,NLP/LLM/chatbot and visual workflows are planned as extensions that dependably translate and validate to the canonical DSL.
2601.11180,2026,0,Truran The anthropic significance of the existence of an excited state of ${}^{12}\textnormal{C}$.
2601.13144,2026,1,"The authors acknowledge the use of ChatGPT, Gemini, and Cursor for assistance with language editing and coding."
2601.14288,2026,0,"LLMs can effectively process and generate human-like text, making them valuable tools for literature review, hypothesis generation, and even manuscript drafting."
2601.14426,2026,1,## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work the authors used ChatGPT in order to improve language and readability.
2601.14650,2026,1,We used ChatGPT (OpenAI) to assist with English editing and clarity of the manuscript.
2601.14877,2026,1,"We would also like to acknowledge the use of Microsoft Enterprise Copilot (Microsoft 2025), an AI-powered writing assistant, in editing portions of this manuscript to improve clarity and writing quality."
